job_index,block_id,route,family,split,evaluation_seed,traffic_manager_seed,arm,order_position,job_id
441,block-0147,Generalization_HardBrake_1035,HardBrake_035,Generalization,2,20035,temporal,1,Generalization_HardBrake_1035__s2__temporal
442,block-0147,Generalization_HardBrake_1035,HardBrake_035,Generalization,2,20035,current_frame,2,Generalization_HardBrake_1035__s2__current_frame
443,block-0147,Generalization_HardBrake_1035,HardBrake_035,Generalization,2,20035,baseline,3,Generalization_HardBrake_1035__s2__baseline
444,block-0148,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,3,30090,temporal,1,Generalization_RightConstruction_1090__s3__temporal
445,block-0148,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,3,30090,baseline,2,Generalization_RightConstruction_1090__s3__baseline
446,block-0148,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,3,30090,current_frame,3,Generalization_RightConstruction_1090__s3__current_frame
447,block-0149,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,1,10090,temporal,1,Generalization_RightConstruction_1090__s1__temporal
448,block-0149,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,1,10090,current_frame,2,Generalization_RightConstruction_1090__s1__current_frame
449,block-0149,Generalization_RightConstruction_1090,RightConstruction_090,Generalization,1,10090,baseline,3,Generalization_RightConstruction_1090__s1__baseline
450,block-0150,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,3,30085,current_frame,1,Base_PedestriansOnRoad_0085__s3__current_frame
451,block-0150,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,3,30085,temporal,2,Base_PedestriansOnRoad_0085__s3__temporal
452,block-0150,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,3,30085,baseline,3,Base_PedestriansOnRoad_0085__s3__baseline
453,block-0151,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,1,10087,current_frame,1,Generalization_PedestriansOnRoad_1087__s1__current_frame
454,block-0151,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,1,10087,baseline,2,Generalization_PedestriansOnRoad_1087__s1__baseline
455,block-0151,Generalization_PedestriansOnRoad_1087,PedestriansOnRoad_087,Generalization,1,10087,temporal,3,Generalization_PedestriansOnRoad_1087__s1__temporal
456,block-0152,Base_BadParking_0008,BadParking_008,Base,3,30008,temporal,1,Base_BadParking_0008__s3__temporal
457,block-0152,Base_BadParking_0008,BadParking_008,Base,3,30008,current_frame,2,Base_BadParking_0008__s3__current_frame
458,block-0152,Base_BadParking_0008,BadParking_008,Base,3,30008,baseline,3,Base_BadParking_0008__s3__baseline
459,block-0153,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,1,10018,current_frame,1,Generalization_ConstructionPermutations_1018__s1__current_frame
460,block-0153,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,1,10018,baseline,2,Generalization_ConstructionPermutations_1018__s1__baseline
461,block-0153,Generalization_ConstructionPermutations_1018,ConstructionPermutations_018,Generalization,1,10018,temporal,3,Generalization_ConstructionPermutations_1018__s1__temporal
462,block-0154,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,1,10011,temporal,1,Generalization_ConstructionPedestrian_1011__s1__temporal
463,block-0154,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,1,10011,current_frame,2,Generalization_ConstructionPedestrian_1011__s1__current_frame
464,block-0154,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,1,10011,baseline,3,Generalization_ConstructionPedestrian_1011__s1__baseline
465,block-0155,Base_Wall_0097,Wall_097,Base,2,20097,current_frame,1,Base_Wall_0097__s2__current_frame
466,block-0155,Base_Wall_0097,Wall_097,Base,2,20097,temporal,2,Base_Wall_0097__s2__temporal
467,block-0155,Base_Wall_0097,Wall_097,Base,2,20097,baseline,3,Base_Wall_0097__s2__baseline
468,block-0156,Generalization_ImageOnObject_1041,ImageOnObject_041,Generalization,2,20041,temporal,1,Generalization_ImageOnObject_1041__s2__temporal
469,block-0156,Generalization_ImageOnObject_1041,ImageOnObject_041,Generalization,2,20041,current_frame,2,Generalization_ImageOnObject_1041__s2__current_frame
470,block-0156,Generalization_ImageOnObject_1041,ImageOnObject_041,Generalization,2,20041,baseline,3,Generalization_ImageOnObject_1041__s2__baseline
471,block-0157,Generalization_Animals_1077,Animals_077,Generalization,3,30077,current_frame,1,Generalization_Animals_1077__s3__current_frame
472,block-0157,Generalization_Animals_1077,Animals_077,Generalization,3,30077,baseline,2,Generalization_Animals_1077__s3__baseline
473,block-0157,Generalization_Animals_1077,Animals_077,Generalization,3,30077,temporal,3,Generalization_Animals_1077__s3__temporal
474,block-0158,Base_Animals_0084,Animals_084,Base,2,20084,baseline,1,Base_Animals_0084__s2__baseline
475,block-0158,Base_Animals_0084,Animals_084,Base,2,20084,current_frame,2,Base_Animals_0084__s2__current_frame
476,block-0158,Base_Animals_0084,Animals_084,Base,2,20084,temporal,3,Base_Animals_0084__s2__temporal
477,block-0159,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,1,10066,baseline,1,Base_PedestrianCrowd_0066__s1__baseline
478,block-0159,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,1,10066,current_frame,2,Base_PedestrianCrowd_0066__s1__current_frame
479,block-0159,Base_PedestrianCrowd_0066,PedestrianCrowd_066,Base,1,10066,temporal,3,Base_PedestrianCrowd_0066__s1__temporal
480,block-0160,Base_CustomObstacles_0021,CustomObstacles_021,Base,1,10021,baseline,1,Base_CustomObstacles_0021__s1__baseline
481,block-0160,Base_CustomObstacles_0021,CustomObstacles_021,Base,1,10021,current_frame,2,Base_CustomObstacles_0021__s1__current_frame
482,block-0160,Base_CustomObstacles_0021,CustomObstacles_021,Base,1,10021,temporal,3,Base_CustomObstacles_0021__s1__temporal
483,block-0161,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,2,20088,baseline,1,Base_PedestriansOnRoad_0088__s2__baseline
484,block-0161,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,2,20088,current_frame,2,Base_PedestriansOnRoad_0088__s2__current_frame
485,block-0161,Base_PedestriansOnRoad_0088,PedestriansOnRoad_088,Base,2,20088,temporal,3,Base_PedestriansOnRoad_0088__s2__temporal
486,block-0162,Base_RightConstruction_0090,RightConstruction_090,Base,2,20090,temporal,1,Base_RightConstruction_0090__s2__temporal
487,block-0162,Base_RightConstruction_0090,RightConstruction_090,Base,2,20090,baseline,2,Base_RightConstruction_0090__s2__baseline
488,block-0162,Base_RightConstruction_0090,RightConstruction_090,Base,2,20090,current_frame,3,Base_RightConstruction_0090__s2__current_frame
489,block-0163,Base_CustomObstacles_0023,CustomObstacles_023,Base,1,10023,baseline,1,Base_CustomObstacles_0023__s1__baseline
490,block-0163,Base_CustomObstacles_0023,CustomObstacles_023,Base,1,10023,current_frame,2,Base_CustomObstacles_0023__s1__current_frame
491,block-0163,Base_CustomObstacles_0023,CustomObstacles_023,Base,1,10023,temporal,3,Base_CustomObstacles_0023__s1__temporal
492,block-0164,Generalization_Animals_1078,Animals_078,Generalization,2,20078,current_frame,1,Generalization_Animals_1078__s2__current_frame
493,block-0164,Generalization_Animals_1078,Animals_078,Generalization,2,20078,baseline,2,Generalization_Animals_1078__s2__baseline
494,block-0164,Generalization_Animals_1078,Animals_078,Generalization,2,20078,temporal,3,Generalization_Animals_1078__s2__temporal
495,block-0165,Base_PedestrianCrowd_0068,PedestrianCrowd_068,Base,2,20068,current_frame,1,Base_PedestrianCrowd_0068__s2__current_frame
496,block-0165,Base_PedestrianCrowd_0068,PedestrianCrowd_068,Base,2,20068,baseline,2,Base_PedestrianCrowd_0068__s2__baseline
497,block-0165,Base_PedestrianCrowd_0068,PedestrianCrowd_068,Base,2,20068,temporal,3,Base_PedestrianCrowd_0068__s2__temporal
498,block-0166,Base_HardBrake_0039,HardBrake_039,Base,1,10039,baseline,1,Base_HardBrake_0039__s1__baseline
499,block-0166,Base_HardBrake_0039,HardBrake_039,Base,1,10039,current_frame,2,Base_HardBrake_0039__s1__current_frame
500,block-0166,Base_HardBrake_0039,HardBrake_039,Base,1,10039,temporal,3,Base_HardBrake_0039__s1__temporal
501,block-0167,Generalization_Wall_1096,Wall_096,Generalization,1,10096,baseline,1,Generalization_Wall_1096__s1__baseline
502,block-0167,Generalization_Wall_1096,Wall_096,Generalization,1,10096,current_frame,2,Generalization_Wall_1096__s1__current_frame
503,block-0167,Generalization_Wall_1096,Wall_096,Generalization,1,10096,temporal,3,Generalization_Wall_1096__s1__temporal
504,block-0168,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,2,20012,current_frame,1,Base_ConstructionPedestrian_0012__s2__current_frame
505,block-0168,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,2,20012,baseline,2,Base_ConstructionPedestrian_0012__s2__baseline
506,block-0168,Base_ConstructionPedestrian_0012,ConstructionPedestrian_012,Base,2,20012,temporal,3,Base_ConstructionPedestrian_0012__s2__temporal
507,block-0169,Generalization_ConstructionPermutations_1017,ConstructionPermutations_017,Generalization,3,30017,temporal,1,Generalization_ConstructionPermutations_1017__s3__temporal
508,block-0169,Generalization_ConstructionPermutations_1017,ConstructionPermutations_017,Generalization,3,30017,current_frame,2,Generalization_ConstructionPermutations_1017__s3__current_frame
509,block-0169,Generalization_ConstructionPermutations_1017,ConstructionPermutations_017,Generalization,3,30017,baseline,3,Generalization_ConstructionPermutations_1017__s3__baseline
510,block-0170,Base_Animals_0079,Animals_079,Base,3,30079,baseline,1,Base_Animals_0079__s3__baseline
511,block-0170,Base_Animals_0079,Animals_079,Base,3,30079,temporal,2,Base_Animals_0079__s3__temporal
512,block-0170,Base_Animals_0079,Animals_079,Base,3,30079,current_frame,3,Base_Animals_0079__s3__current_frame
513,block-0171,Generalization_HardBrake_1039,HardBrake_039,Generalization,2,20039,current_frame,1,Generalization_HardBrake_1039__s2__current_frame
514,block-0171,Generalization_HardBrake_1039,HardBrake_039,Generalization,2,20039,baseline,2,Generalization_HardBrake_1039__s2__baseline
515,block-0171,Generalization_HardBrake_1039,HardBrake_039,Generalization,2,20039,temporal,3,Generalization_HardBrake_1039__s2__temporal
516,block-0172,Generalization_HardBrake_1037,HardBrake_037,Generalization,3,30037,baseline,1,Generalization_HardBrake_1037__s3__baseline
517,block-0172,Generalization_HardBrake_1037,HardBrake_037,Generalization,3,30037,temporal,2,Generalization_HardBrake_1037__s3__temporal
518,block-0172,Generalization_HardBrake_1037,HardBrake_037,Generalization,3,30037,current_frame,3,Generalization_HardBrake_1037__s3__current_frame
519,block-0173,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,1,10073,temporal,1,Base_PedestrianOtherBlocker_0073__s1__temporal
520,block-0173,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,1,10073,baseline,2,Base_PedestrianOtherBlocker_0073__s1__baseline
521,block-0173,Base_PedestrianOtherBlocker_0073,PedestrianOtherBlocker_073,Base,1,10073,current_frame,3,Base_PedestrianOtherBlocker_0073__s1__current_frame
522,block-0174,Base_PedestrianCrowd_0068,PedestrianCrowd_068,Base,1,10068,current_frame,1,Base_PedestrianCrowd_0068__s1__current_frame
523,block-0174,Base_PedestrianCrowd_0068,PedestrianCrowd_068,Base,1,10068,temporal,2,Base_PedestrianCrowd_0068__s1__temporal
524,block-0174,Base_PedestrianCrowd_0068,PedestrianCrowd_068,Base,1,10068,baseline,3,Base_PedestrianCrowd_0068__s1__baseline
525,block-0175,Generalization_PedestrianCrowd_1066,PedestrianCrowd_066,Generalization,3,30066,temporal,1,Generalization_PedestrianCrowd_1066__s3__temporal
526,block-0175,Generalization_PedestrianCrowd_1066,PedestrianCrowd_066,Generalization,3,30066,current_frame,2,Generalization_PedestrianCrowd_1066__s3__current_frame
527,block-0175,Generalization_PedestrianCrowd_1066,PedestrianCrowd_066,Generalization,3,30066,baseline,3,Generalization_PedestrianCrowd_1066__s3__baseline
528,block-0176,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,2,20011,current_frame,1,Generalization_ConstructionPedestrian_1011__s2__current_frame
529,block-0176,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,2,20011,baseline,2,Generalization_ConstructionPedestrian_1011__s2__baseline
530,block-0176,Generalization_ConstructionPedestrian_1011,ConstructionPedestrian_011,Generalization,2,20011,temporal,3,Generalization_ConstructionPedestrian_1011__s2__temporal
531,block-0177,Generalization_Wall_1098,Wall_098,Generalization,1,10098,current_frame,1,Generalization_Wall_1098__s1__current_frame
532,block-0177,Generalization_Wall_1098,Wall_098,Generalization,1,10098,baseline,2,Generalization_Wall_1098__s1__baseline
533,block-0177,Generalization_Wall_1098,Wall_098,Generalization,1,10098,temporal,3,Generalization_Wall_1098__s1__temporal
534,block-0178,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,3,30073,current_frame,1,Generalization_PedestrianOtherBlocker_1073__s3__current_frame
535,block-0178,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,3,30073,temporal,2,Generalization_PedestrianOtherBlocker_1073__s3__temporal
536,block-0178,Generalization_PedestrianOtherBlocker_1073,PedestrianOtherBlocker_073,Generalization,3,30073,baseline,3,Generalization_PedestrianOtherBlocker_1073__s3__baseline
537,block-0179,Generalization_ObscuredStop_1048,ObscuredStop_048,Generalization,1,10048,baseline,1,Generalization_ObscuredStop_1048__s1__baseline
538,block-0179,Generalization_ObscuredStop_1048,ObscuredStop_048,Generalization,1,10048,current_frame,2,Generalization_ObscuredStop_1048__s1__current_frame
539,block-0179,Generalization_ObscuredStop_1048,ObscuredStop_048,Generalization,1,10048,temporal,3,Generalization_ObscuredStop_1048__s1__temporal
540,block-0180,Base_CustomObstacles_0029,CustomObstacles_029,Base,3,30029,current_frame,1,Base_CustomObstacles_0029__s3__current_frame
541,block-0180,Base_CustomObstacles_0029,CustomObstacles_029,Base,3,30029,temporal,2,Base_CustomObstacles_0029__s3__temporal
542,block-0180,Base_CustomObstacles_0029,CustomObstacles_029,Base,3,30029,baseline,3,Base_CustomObstacles_0029__s3__baseline
543,block-0181,Generalization_CustomObstacles_1024,CustomObstacles_024,Generalization,1,10024,baseline,1,Generalization_CustomObstacles_1024__s1__baseline
544,block-0181,Generalization_CustomObstacles_1024,CustomObstacles_024,Generalization,1,10024,temporal,2,Generalization_CustomObstacles_1024__s1__temporal
545,block-0181,Generalization_CustomObstacles_1024,CustomObstacles_024,Generalization,1,10024,current_frame,3,Generalization_CustomObstacles_1024__s1__current_frame
546,block-0182,Base_ObscuredStop_0046,ObscuredStop_046,Base,2,20046,temporal,1,Base_ObscuredStop_0046__s2__temporal
547,block-0182,Base_ObscuredStop_0046,ObscuredStop_046,Base,2,20046,baseline,2,Base_ObscuredStop_0046__s2__baseline
548,block-0182,Base_ObscuredStop_0046,ObscuredStop_046,Base,2,20046,current_frame,3,Base_ObscuredStop_0046__s2__current_frame
549,block-0183,Generalization_RightConstruction_1094,RightConstruction_094,Generalization,2,20094,temporal,1,Generalization_RightConstruction_1094__s2__temporal
550,block-0183,Generalization_RightConstruction_1094,RightConstruction_094,Generalization,2,20094,current_frame,2,Generalization_RightConstruction_1094__s2__current_frame
551,block-0183,Generalization_RightConstruction_1094,RightConstruction_094,Generalization,2,20094,baseline,3,Generalization_RightConstruction_1094__s2__baseline
552,block-0184,Base_BadParking_0001,BadParking_001,Base,2,20001,baseline,1,Base_BadParking_0001__s2__baseline
553,block-0184,Base_BadParking_0001,BadParking_001,Base,2,20001,current_frame,2,Base_BadParking_0001__s2__current_frame
554,block-0184,Base_BadParking_0001,BadParking_001,Base,2,20001,temporal,3,Base_BadParking_0001__s2__temporal
555,block-0185,Base_Animals_0082,Animals_082,Base,1,10082,baseline,1,Base_Animals_0082__s1__baseline
556,block-0185,Base_Animals_0082,Animals_082,Base,1,10082,current_frame,2,Base_Animals_0082__s1__current_frame
557,block-0185,Base_Animals_0082,Animals_082,Base,1,10082,temporal,3,Base_Animals_0082__s1__temporal
558,block-0186,Generalization_Wall_1098,Wall_098,Generalization,3,30098,current_frame,1,Generalization_Wall_1098__s3__current_frame
559,block-0186,Generalization_Wall_1098,Wall_098,Generalization,3,30098,temporal,2,Generalization_Wall_1098__s3__temporal
560,block-0186,Generalization_Wall_1098,Wall_098,Generalization,3,30098,baseline,3,Generalization_Wall_1098__s3__baseline
561,block-0187,Generalization_Animals_1081,Animals_081,Generalization,3,30081,current_frame,1,Generalization_Animals_1081__s3__current_frame
562,block-0187,Generalization_Animals_1081,Animals_081,Generalization,3,30081,temporal,2,Generalization_Animals_1081__s3__temporal
563,block-0187,Generalization_Animals_1081,Animals_081,Generalization,3,30081,baseline,3,Generalization_Animals_1081__s3__baseline
564,block-0188,Base_PedestriansOnRoad_0087,PedestriansOnRoad_087,Base,1,10087,current_frame,1,Base_PedestriansOnRoad_0087__s1__current_frame
565,block-0188,Base_PedestriansOnRoad_0087,PedestriansOnRoad_087,Base,1,10087,baseline,2,Base_PedestriansOnRoad_0087__s1__baseline
566,block-0188,Base_PedestriansOnRoad_0087,PedestriansOnRoad_087,Base,1,10087,temporal,3,Base_PedestriansOnRoad_0087__s1__temporal
567,block-0189,Base_BadParking_0004,BadParking_004,Base,3,30004,temporal,1,Base_BadParking_0004__s3__temporal
568,block-0189,Base_BadParking_0004,BadParking_004,Base,3,30004,current_frame,2,Base_BadParking_0004__s3__current_frame
569,block-0189,Base_BadParking_0004,BadParking_004,Base,3,30004,baseline,3,Base_BadParking_0004__s3__baseline
570,block-0190,Generalization_ConstructionPedestrian_1010,ConstructionPedestrian_010,Generalization,1,10010,current_frame,1,Generalization_ConstructionPedestrian_1010__s1__current_frame
571,block-0190,Generalization_ConstructionPedestrian_1010,ConstructionPedestrian_010,Generalization,1,10010,temporal,2,Generalization_ConstructionPedestrian_1010__s1__temporal
572,block-0190,Generalization_ConstructionPedestrian_1010,ConstructionPedestrian_010,Generalization,1,10010,baseline,3,Generalization_ConstructionPedestrian_1010__s1__baseline
573,block-0191,Generalization_Wall_1099,Wall_099,Generalization,2,20099,temporal,1,Generalization_Wall_1099__s2__temporal
574,block-0191,Generalization_Wall_1099,Wall_099,Generalization,2,20099,baseline,2,Generalization_Wall_1099__s2__baseline
575,block-0191,Generalization_Wall_1099,Wall_099,Generalization,2,20099,current_frame,3,Generalization_Wall_1099__s2__current_frame
576,block-0192,Base_RightConstruction_0093,RightConstruction_093,Base,2,20093,baseline,1,Base_RightConstruction_0093__s2__baseline
577,block-0192,Base_RightConstruction_0093,RightConstruction_093,Base,2,20093,current_frame,2,Base_RightConstruction_0093__s2__current_frame
578,block-0192,Base_RightConstruction_0093,RightConstruction_093,Base,2,20093,temporal,3,Base_RightConstruction_0093__s2__temporal
579,block-0193,Base_HardBrake_0039,HardBrake_039,Base,2,20039,temporal,1,Base_HardBrake_0039__s2__temporal
580,block-0193,Base_HardBrake_0039,HardBrake_039,Base,2,20039,current_frame,2,Base_HardBrake_0039__s2__current_frame
581,block-0193,Base_HardBrake_0039,HardBrake_039,Base,2,20039,baseline,3,Base_HardBrake_0039__s2__baseline
582,block-0194,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,2,20051,temporal,1,Generalization_OppositeConstruction_1051__s2__temporal
583,block-0194,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,2,20051,baseline,2,Generalization_OppositeConstruction_1051__s2__baseline
584,block-0194,Generalization_OppositeConstruction_1051,OppositeConstruction_051,Generalization,2,20051,current_frame,3,Generalization_OppositeConstruction_1051__s2__current_frame
585,block-0195,Generalization_PedestrianCrowd_1067,PedestrianCrowd_067,Generalization,2,20067,baseline,1,Generalization_PedestrianCrowd_1067__s2__baseline
586,block-0195,Generalization_PedestrianCrowd_1067,PedestrianCrowd_067,Generalization,2,20067,temporal,2,Generalization_PedestrianCrowd_1067__s2__temporal
587,block-0195,Generalization_PedestrianCrowd_1067,PedestrianCrowd_067,Generalization,2,20067,current_frame,3,Generalization_PedestrianCrowd_1067__s2__current_frame
588,block-0196,Generalization_OppositeConstruction_1050,OppositeConstruction_050,Generalization,1,10050,temporal,1,Generalization_OppositeConstruction_1050__s1__temporal
589,block-0196,Generalization_OppositeConstruction_1050,OppositeConstruction_050,Generalization,1,10050,baseline,2,Generalization_OppositeConstruction_1050__s1__baseline
590,block-0196,Generalization_OppositeConstruction_1050,OppositeConstruction_050,Generalization,1,10050,current_frame,3,Generalization_OppositeConstruction_1050__s1__current_frame
591,block-0197,Generalization_HardBrake_1037,HardBrake_037,Generalization,1,10037,temporal,1,Generalization_HardBrake_1037__s1__temporal
592,block-0197,Generalization_HardBrake_1037,HardBrake_037,Generalization,1,10037,current_frame,2,Generalization_HardBrake_1037__s1__current_frame
593,block-0197,Generalization_HardBrake_1037,HardBrake_037,Generalization,1,10037,baseline,3,Generalization_HardBrake_1037__s1__baseline
594,block-0198,Base_RightConstruction_0094,RightConstruction_094,Base,1,10094,baseline,1,Base_RightConstruction_0094__s1__baseline
595,block-0198,Base_RightConstruction_0094,RightConstruction_094,Base,1,10094,current_frame,2,Base_RightConstruction_0094__s1__current_frame
596,block-0198,Base_RightConstruction_0094,RightConstruction_094,Base,1,10094,temporal,3,Base_RightConstruction_0094__s1__temporal
597,block-0199,Generalization_Animals_1076,Animals_076,Generalization,2,20076,current_frame,1,Generalization_Animals_1076__s2__current_frame
598,block-0199,Generalization_Animals_1076,Animals_076,Generalization,2,20076,temporal,2,Generalization_Animals_1076__s2__temporal
599,block-0199,Generalization_Animals_1076,Animals_076,Generalization,2,20076,baseline,3,Generalization_Animals_1076__s2__baseline
600,block-0200,Base_CustomObstacles_0029,CustomObstacles_029,Base,1,10029,current_frame,1,Base_CustomObstacles_0029__s1__current_frame
601,block-0200,Base_CustomObstacles_0029,CustomObstacles_029,Base,1,10029,temporal,2,Base_CustomObstacles_0029__s1__temporal
602,block-0200,Base_CustomObstacles_0029,CustomObstacles_029,Base,1,10029,baseline,3,Base_CustomObstacles_0029__s1__baseline
603,block-0201,Generalization_HardBrake_1037,HardBrake_037,Generalization,2,20037,current_frame,1,Generalization_HardBrake_1037__s2__current_frame
604,block-0201,Generalization_HardBrake_1037,HardBrake_037,Generalization,2,20037,temporal,2,Generalization_HardBrake_1037__s2__temporal
605,block-0201,Generalization_HardBrake_1037,HardBrake_037,Generalization,2,20037,baseline,3,Generalization_HardBrake_1037__s2__baseline
606,block-0202,Base_CustomObstacles_0026,CustomObstacles_026,Base,1,10026,temporal,1,Base_CustomObstacles_0026__s1__temporal
607,block-0202,Base_CustomObstacles_0026,CustomObstacles_026,Base,1,10026,current_frame,2,Base_CustomObstacles_0026__s1__current_frame
608,block-0202,Base_CustomObstacles_0026,CustomObstacles_026,Base,1,10026,baseline,3,Base_CustomObstacles_0026__s1__baseline
609,block-0203,Generalization_PedestriansOnRoad_1088,PedestriansOnRoad_088,Generalization,1,10088,baseline,1,Generalization_PedestriansOnRoad_1088__s1__baseline
610,block-0203,Generalization_PedestriansOnRoad_1088,PedestriansOnRoad_088,Generalization,1,10088,current_frame,2,Generalization_PedestriansOnRoad_1088__s1__current_frame
611,block-0203,Generalization_PedestriansOnRoad_1088,PedestriansOnRoad_088,Generalization,1,10088,temporal,3,Generalization_PedestriansOnRoad_1088__s1__temporal
612,block-0204,Base_Animals_0083,Animals_083,Base,2,20083,baseline,1,Base_Animals_0083__s2__baseline
613,block-0204,Base_Animals_0083,Animals_083,Base,2,20083,current_frame,2,Base_Animals_0083__s2__current_frame
614,block-0204,Base_Animals_0083,Animals_083,Base,2,20083,temporal,3,Base_Animals_0083__s2__temporal
615,block-0205,Generalization_HardBrake_1038,HardBrake_038,Generalization,3,30038,baseline,1,Generalization_HardBrake_1038__s3__baseline
616,block-0205,Generalization_HardBrake_1038,HardBrake_038,Generalization,3,30038,temporal,2,Generalization_HardBrake_1038__s3__temporal
617,block-0205,Generalization_HardBrake_1038,HardBrake_038,Generalization,3,30038,current_frame,3,Generalization_HardBrake_1038__s3__current_frame
618,block-0206,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,1,10085,baseline,1,Base_PedestriansOnRoad_0085__s1__baseline
619,block-0206,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,1,10085,current_frame,2,Base_PedestriansOnRoad_0085__s1__current_frame
620,block-0206,Base_PedestriansOnRoad_0085,PedestriansOnRoad_085,Base,1,10085,temporal,3,Base_PedestriansOnRoad_0085__s1__temporal
621,block-0207,Generalization_ConstructionPedestrian_1013,ConstructionPedestrian_013,Generalization,3,30013,current_frame,1,Generalization_ConstructionPedestrian_1013__s3__current_frame
622,block-0207,Generalization_ConstructionPedestrian_1013,ConstructionPedestrian_013,Generalization,3,30013,temporal,2,Generalization_ConstructionPedestrian_1013__s3__temporal
623,block-0207,Generalization_ConstructionPedestrian_1013,ConstructionPedestrian_013,Generalization,3,30013,baseline,3,Generalization_ConstructionPedestrian_1013__s3__baseline
624,block-0208,Base_ObscuredStop_0048,ObscuredStop_048,Base,1,10048,temporal,1,Base_ObscuredStop_0048__s1__temporal
625,block-0208,Base_ObscuredStop_0048,ObscuredStop_048,Base,1,10048,current_frame,2,Base_ObscuredStop_0048__s1__current_frame
626,block-0208,Base_ObscuredStop_0048,ObscuredStop_048,Base,1,10048,baseline,3,Base_ObscuredStop_0048__s1__baseline
627,block-0209,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,3,30023,current_frame,1,Generalization_CustomObstacles_1023__s3__current_frame
628,block-0209,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,3,30023,temporal,2,Generalization_CustomObstacles_1023__s3__temporal
629,block-0209,Generalization_CustomObstacles_1023,CustomObstacles_023,Generalization,3,30023,baseline,3,Generalization_CustomObstacles_1023__s3__baseline
630,block-0210,Generalization_CustomObstacles_1027,CustomObstacles_027,Generalization,1,10027,baseline,1,Generalization_CustomObstacles_1027__s1__baseline
631,block-0210,Generalization_CustomObstacles_1027,CustomObstacles_027,Generalization,1,10027,temporal,2,Generalization_CustomObstacles_1027__s1__temporal
632,block-0210,Generalization_CustomObstacles_1027,CustomObstacles_027,Generalization,1,10027,current_frame,3,Generalization_CustomObstacles_1027__s1__current_frame
633,block-0211,Base_RightConstruction_0093,RightConstruction_093,Base,1,10093,temporal,1,Base_RightConstruction_0093__s1__temporal
634,block-0211,Base_RightConstruction_0093,RightConstruction_093,Base,1,10093,current_frame,2,Base_RightConstruction_0093__s1__current_frame
635,block-0211,Base_RightConstruction_0093,RightConstruction_093,Base,1,10093,baseline,3,Base_RightConstruction_0093__s1__baseline
636,block-0212,Base_PassableObstacles_0064,PassableObstacles_064,Base,3,30064,baseline,1,Base_PassableObstacles_0064__s3__baseline
637,block-0212,Base_PassableObstacles_0064,PassableObstacles_064,Base,3,30064,current_frame,2,Base_PassableObstacles_0064__s3__current_frame
638,block-0212,Base_PassableObstacles_0064,PassableObstacles_064,Base,3,30064,temporal,3,Base_PassableObstacles_0064__s3__temporal
639,block-0213,Base_CustomObstacles_0027,CustomObstacles_027,Base,1,10027,baseline,1,Base_CustomObstacles_0027__s1__baseline
640,block-0213,Base_CustomObstacles_0027,CustomObstacles_027,Base,1,10027,current_frame,2,Base_CustomObstacles_0027__s1__current_frame
641,block-0213,Base_CustomObstacles_0027,CustomObstacles_027,Base,1,10027,temporal,3,Base_CustomObstacles_0027__s1__temporal
642,block-0214,Base_Wall_0098,Wall_098,Base,3,30098,baseline,1,Base_Wall_0098__s3__baseline
643,block-0214,Base_Wall_0098,Wall_098,Base,3,30098,current_frame,2,Base_Wall_0098__s3__current_frame
